,Dates,Max Earnings
558,2015-04-29 TO 2016-04-06,981.24
559,2015-04-30 TO 2016-04-06,1006.505
560,2015-05-01 TO 2016-04-06,971.02
561,2015-05-04 TO 2016-05-02,962.71
562,2015-05-05 TO 2016-05-02,1004.89
563,2015-05-06 TO 2016-05-02,1008.23
564,2015-05-07 TO 2016-04-06,998.765
565,2015-05-08 TO 2016-04-06,985.375
566,2015-05-11 TO 2016-05-10,1005.225
567,2015-05-12 TO 2016-05-12,1005.76
568,2015-05-13 TO 2016-05-13,1055.1999999999996
569,2015-05-14 TO 2016-05-13,1020.63
570,2015-05-15 TO 2016-05-13,1033.7399999999998
571,2015-05-18 TO 2016-05-16,1049.4299999999996
572,2015-05-19 TO 2016-05-16,1076.85
573,2015-05-20 TO 2016-05-16,1064.65
574,2015-05-21 TO 2016-05-16,1017.27
575,2015-05-22 TO 2016-05-16,1042.9999999999998
576,2015-05-26 TO 2016-05-26,1106.3899999999996
577,2015-05-27 TO 2016-05-26,1047.87
578,2015-05-28 TO 2016-05-26,1072.22
579,2015-05-29 TO 2016-05-26,1056.5899999999997
580,2015-06-01 TO 2016-05-31,1076.55
581,2015-06-02 TO 2016-06-02,1100.41
582,2015-06-03 TO 2016-06-02,1065.74
583,2015-06-04 TO 2016-06-02,1099.6
584,2015-06-05 TO 2016-06-02,1119.13
585,2015-06-08 TO 2016-06-02,1151.45
586,2015-06-09 TO 2016-06-09,1138.58
587,2015-06-10 TO 2016-06-09,1109.15
588,2015-06-11 TO 2016-06-09,1091.7099999999996
589,2015-06-12 TO 2016-06-09,1121.4499999999996
590,2015-06-15 TO 2016-06-09,1164.1999999999996
591,2015-06-16 TO 2016-06-02,1135.59
592,2015-06-17 TO 2016-06-09,1125.0
593,2015-06-18 TO 2016-06-09,1051.46
594,2015-06-19 TO 2016-06-09,1073.4299999999996
595,2015-06-22 TO 2016-06-02,1067.875
596,2015-06-23 TO 2016-06-23,1062.4
597,2015-06-24 TO 2016-06-23,1086.14
598,2015-06-25 TO 2016-06-23,1088.53
599,2015-06-26 TO 2016-06-23,1100.48
600,2015-06-29 TO 2016-06-23,1148.7800000000002
601,2015-06-30 TO 2016-06-30,1168.69
602,2015-07-01 TO 2016-07-01,1161.14
603,2015-07-02 TO 2016-07-01,1142.35
604,2015-07-06 TO 2016-07-06,1185.4899999999998
605,2015-07-07 TO 2016-07-07,1215.34
606,2015-07-08 TO 2016-07-08,1293.24
607,2015-07-09 TO 2016-07-08,1276.61
608,2015-07-10 TO 2016-07-08,1240.21
609,2015-07-13 TO 2016-07-11,1223.4350000000004
610,2015-07-14 TO 2016-07-11,1194.4600000000005
611,2015-07-15 TO 2016-07-11,1216.735
612,2015-07-16 TO 2016-07-13,1205.36
613,2015-07-17 TO 2016-07-14,1244.3300000000004
614,2015-07-20 TO 2016-07-19,1306.31
615,2015-07-21 TO 2016-07-19,1312.11
616,2015-07-22 TO 2016-07-22,1341.35
617,2015-07-23 TO 2016-07-22,1361.06
618,2015-07-24 TO 2016-07-22,1388.7000000000005
619,2015-07-27 TO 2016-07-26,1444.1999999999996
620,2015-07-28 TO 2016-07-28,1414.42
621,2015-07-29 TO 2016-07-29,1391.9799999999998
622,2015-07-30 TO 2016-07-28,1390.13
623,2015-07-31 TO 2016-07-28,1397.24
624,2015-08-03 TO 2016-08-01,1482.47
625,2015-08-04 TO 2016-08-01,1448.67
626,2015-08-05 TO 2016-08-01,1450.71
627,2015-08-06 TO 2016-08-01,1441.92
628,2015-08-07 TO 2016-08-01,1409.95
629,2015-08-10 TO 2016-08-01,1372.78
630,2015-08-11 TO 2016-08-11,1399.54
631,2015-08-12 TO 2016-08-12,1434.0700000000004
632,2015-08-13 TO 2016-08-12,1460.8
633,2015-08-14 TO 2016-08-12,1454.12
634,2015-08-17 TO 2016-08-15,1436.68
635,2015-08-18 TO 2016-08-15,1463.72
636,2015-08-19 TO 2016-08-15,1473.82
637,2015-08-20 TO 2016-08-15,1491.81
638,2015-08-21 TO 2016-08-15,1588.9599999999996
639,2015-08-24 TO 2016-08-23,1719.2199999999998
640,2015-08-25 TO 2016-08-23,1783.65
641,2015-08-26 TO 2016-08-23,1722.8399999999995
642,2015-08-27 TO 2016-08-23,1613.6099999999994
643,2015-08-28 TO 2016-08-23,1597.87
644,2015-08-31 TO 2016-08-23,1610.3999999999994
645,2015-09-01 TO 2016-08-23,1708.46
646,2015-09-02 TO 2016-08-23,1685.63
647,2015-09-03 TO 2016-08-23,1669.3349999999996
648,2015-09-04 TO 2016-08-23,1712.385
649,2015-09-08 TO 2016-08-23,1659.29
650,2015-09-09 TO 2016-08-23,1683.1699999999996
651,2015-09-10 TO 2016-08-23,1676.975
652,2015-09-11 TO 2016-08-23,1666.805
653,2015-09-14 TO 2016-08-23,1676.36
654,2015-09-15 TO 2016-08-23,1614.64
655,2015-09-16 TO 2016-08-23,1583.63
656,2015-09-17 TO 2016-08-23,1573.6149999999998
657,2015-09-18 TO 2016-08-23,1582.65
658,2015-09-21 TO 2016-08-23,1582.2700000000002
659,2015-09-22 TO 2016-08-23,1641.655
660,2015-09-23 TO 2016-08-23,1653.91
661,2015-09-24 TO 2016-08-23,1609.94
662,2015-09-25 TO 2016-08-15,1619.34
663,2015-09-28 TO 2016-08-15,1767.5099999999998
664,2015-09-29 TO 2016-08-15,1768.1999999999996
665,2015-09-30 TO 2016-08-15,1719.56
666,2015-10-01 TO 2016-08-15,1732.7799999999993
667,2015-10-02 TO 2016-09-30,1558.4999999999998
668,2015-10-05 TO 2016-09-30,1501.17
669,2015-10-06 TO 2016-09-30,1494.6999999999996
670,2015-10-07 TO 2016-09-30,1450.67
671,2015-10-08 TO 2016-09-30,1413.8249999999996
672,2015-10-09 TO 2016-09-30,1406.56
673,2015-10-12 TO 2016-09-30,1406.185
674,2015-10-13 TO 2016-09-30,1431.81
675,2015-10-14 TO 2016-08-23,1416.13
676,2015-10-15 TO 2016-08-23,1398.9
677,2015-10-16 TO 2016-08-23,1351.1999999999996
678,2015-10-19 TO 2016-08-23,1341.33
679,2015-10-20 TO 2016-09-30,1334.4599999999996
680,2015-10-21 TO 2016-09-30,1364.66
681,2015-10-22 TO 2016-08-23,1318.35
682,2015-10-23 TO 2016-08-23,1318.7999999999995
683,2015-10-26 TO 2016-09-30,1333.48
684,2015-10-27 TO 2016-09-30,1341.2199999999998
685,2015-10-28 TO 2016-09-30,1319.36
686,2015-10-29 TO 2016-09-30,1326.44
687,2015-10-30 TO 2016-09-30,1326.8299999999995
688,2015-11-02 TO 2016-09-30,1302.39
689,2015-11-03 TO 2016-09-30,1298.87
690,2015-11-04 TO 2016-09-30,1312.1799999999996
691,2015-11-05 TO 2016-09-30,1396.37
692,2015-11-06 TO 2016-09-30,1309.74
693,2015-11-09 TO 2016-09-30,1332.37
694,2015-11-10 TO 2016-09-30,1355.0999999999995
695,2015-11-11 TO 2016-11-11,1399.56
696,2015-11-12 TO 2016-11-11,1472.4500000000005
697,2015-11-13 TO 2016-11-11,1451.5700000000004
698,2015-11-16 TO 2016-11-16,1514.53
699,2015-11-17 TO 2016-11-17,1569.755
700,2015-11-18 TO 2016-11-18,1538.0599999999995
701,2015-11-19 TO 2016-11-18,1523.88
702,2015-11-20 TO 2016-11-18,1528.72
703,2015-11-23 TO 2016-11-23,1626.12
704,2015-11-24 TO 2016-11-23,1585.3
705,2015-11-25 TO 2016-11-25,1573.8000000000004
706,2015-11-27 TO 2016-11-25,1589.4999999999998
707,2015-11-30 TO 2016-11-25,1559.19
708,2015-12-01 TO 2016-11-25,1533.78
709,2015-12-02 TO 2016-11-25,1589.44
710,2015-12-03 TO 2016-11-25,1610.4800000000002
711,2015-12-04 TO 2016-11-23,1610.62
712,2015-12-07 TO 2016-12-07,1752.13
713,2015-12-08 TO 2016-12-08,1818.74
714,2015-12-09 TO 2016-12-08,1807.78
715,2015-12-10 TO 2016-12-08,1812.5400000000006
716,2015-12-11 TO 2016-12-08,1904.28
717,2015-12-14 TO 2016-12-08,1928.8
718,2015-12-15 TO 2016-12-15,1894.25
719,2015-12-16 TO 2016-12-16,1836.4
720,2015-12-17 TO 2016-12-16,1904.42
721,2015-12-18 TO 2016-12-16,1932.97
722,2015-12-21 TO 2016-12-20,1920.21
723,2015-12-22 TO 2016-12-22,1868.93
724,2015-12-23 TO 2016-12-23,1841.47
725,2015-12-24 TO 2016-12-23,1832.77
726,2015-12-28 TO 2016-12-27,1958.0
727,2015-12-29 TO 2016-12-27,1929.41
728,2015-12-30 TO 2016-12-27,1968.9300000000005
729,2015-12-31 TO 2016-12-27,1963.22
730,2016-01-04 TO 2016-12-27,1963.47
731,2016-01-05 TO 2016-12-27,1973.57
732,2016-01-06 TO 2016-12-27,2057.78
733,2016-01-07 TO 2016-12-27,2159.47
734,2016-01-08 TO 2016-12-27,2190.74
735,2016-01-11 TO 2016-12-27,2267.99
736,2016-01-12 TO 2016-12-27,2292.65
737,2016-01-13 TO 2016-12-27,2473.0599999999995
738,2016-01-14 TO 2016-12-27,2362.02
739,2016-01-15 TO 2016-12-27,2528.1
740,2016-01-19 TO 2016-12-27,2605.580000000001
741,2016-01-20 TO 2016-12-27,2671.82
742,2016-01-21 TO 2016-12-27,2488.33
743,2016-01-22 TO 2016-12-27,2382.24
744,2016-01-25 TO 2016-12-27,2550.53
745,2016-01-26 TO 2016-12-27,2441.94
746,2016-01-27 TO 2017-01-27,2513.18
747,2016-01-28 TO 2017-01-27,2728.61
748,2016-01-29 TO 2017-01-27,2581.19
749,2016-02-01 TO 2017-02-01,2641.73
750,2016-02-02 TO 2017-02-01,2776.63
751,2016-02-03 TO 2017-02-03,2666.4
752,2016-02-04 TO 2017-02-03,2600.0199999999995
753,2016-02-05 TO 2017-02-03,2670.82
754,2016-02-08 TO 2017-02-06,2909.7900000000004
755,2016-02-09 TO 2017-02-03,3003.37
756,2016-02-10 TO 2017-02-03,2981.48
757,2016-02-11 TO 2017-02-03,3081.05
758,2016-02-12 TO 2017-02-03,2957.42
759,2016-02-16 TO 2017-02-03,2827.36
760,2016-02-17 TO 2017-02-03,2773.7700000000004
761,2016-02-18 TO 2017-02-03,2718.69
762,2016-02-19 TO 2017-02-03,2787.86
763,2016-02-22 TO 2017-02-03,2612.5
764,2016-02-23 TO 2017-02-03,2712.71
765,2016-02-24 TO 2017-02-03,2676.5
766,2016-02-25 TO 2017-02-03,2658.55
767,2016-02-26 TO 2017-02-03,2568.2
768,2016-02-29 TO 2017-02-03,2563.82
769,2016-03-01 TO 2017-02-03,2511.38
770,2016-03-02 TO 2017-02-03,2362.17
771,2016-03-03 TO 2017-02-03,2285.71
772,2016-03-04 TO 2017-02-03,2246.03
773,2016-03-07 TO 2017-02-07,2174.46
774,2016-03-08 TO 2017-02-03,2340.97
775,2016-03-09 TO 2017-02-03,2276.72
776,2016-03-10 TO 2017-02-03,2275.58
777,2016-03-11 TO 2017-02-07,2165.385
778,2016-03-14 TO 2017-02-07,2162.600000000001
779,2016-03-15 TO 2017-03-15,2268.96
780,2016-03-16 TO 2017-03-15,2268.44
781,2016-03-17 TO 2017-03-15,2278.84
782,2016-03-18 TO 2017-03-15,2200.5
783,2016-03-21 TO 2017-03-20,2139.04
784,2016-03-22 TO 2017-03-20,2132.4500000000007
785,2016-03-23 TO 2017-03-20,2184.56
786,2016-03-24 TO 2017-03-20,2138.45
787,2016-03-28 TO 2017-03-20,2159.21
788,2016-03-29 TO 2017-03-20,2119.94
789,2016-03-30 TO 2017-03-20,2129.28
790,2016-03-31 TO 2017-03-20,2055.25
791,2016-04-01 TO 2017-02-07,2069.390000000001
792,2016-04-04 TO 2017-02-07,2116.2
793,2016-04-05 TO 2017-02-07,2148.68
794,2016-04-06 TO 2017-02-07,2126.26
795,2016-04-07 TO 2017-02-07,2164.96
796,2016-04-08 TO 2017-02-07,2118.7000000000007
797,2016-04-11 TO 2017-02-07,2118.56
798,2016-04-12 TO 2017-02-07,2102.93
799,2016-04-13 TO 2017-02-07,2013.44
800,2016-04-14 TO 2017-02-07,2060.77
801,2016-04-15 TO 2017-02-07,2076.12
802,2016-04-18 TO 2017-02-07,2059.0
803,2016-04-19 TO 2017-02-07,2075.37
804,2016-04-20 TO 2017-02-07,2060.68
805,2016-04-21 TO 2017-02-07,1978.34
806,2016-04-22 TO 2017-02-07,1929.54
807,2016-04-25 TO 2017-02-07,1965.58
808,2016-04-26 TO 2017-03-20,1929.49
809,2016-04-27 TO 2017-03-20,1930.02
810,2016-04-28 TO 2017-03-20,1978.5800000000006
811,2016-04-29 TO 2017-04-25,2060.81
812,2016-05-02 TO 2017-04-25,2074.82
813,2016-05-03 TO 2017-04-25,2146.5699999999993
814,2016-05-04 TO 2017-03-20,2200.84
815,2016-05-05 TO 2017-02-07,2209.8
816,2016-05-06 TO 2017-02-07,2230.27
817,2016-05-09 TO 2017-02-07,2255.17
818,2016-05-10 TO 2017-05-10,2316.74
819,2016-05-11 TO 2017-05-11,2413.18
820,2016-05-12 TO 2017-05-12,2475.32
821,2016-05-13 TO 2017-05-12,2384.88
822,2016-05-16 TO 2017-05-16,2473.68
823,2016-05-17 TO 2017-05-16,2438.36
824,2016-05-18 TO 2017-05-16,2348.13
825,2016-05-19 TO 2017-05-16,2372.34
826,2016-05-20 TO 2017-05-16,2231.46
827,2016-05-23 TO 2017-05-16,2193.26
828,2016-05-24 TO 2017-05-24,2135.4
829,2016-05-25 TO 2017-05-25,2096.34
830,2016-05-26 TO 2017-05-26,2114.29
831,2016-05-27 TO 2017-05-26,2080.96
832,2016-05-31 TO 2017-05-30,2068.3
833,2016-06-01 TO 2017-06-01,2043.35
834,2016-06-02 TO 2017-06-02,2029.52
835,2016-06-03 TO 2017-06-02,2053.5
836,2016-06-06 TO 2017-06-06,2117.93
837,2016-06-07 TO 2017-06-07,2142.94
838,2016-06-08 TO 2017-06-08,2270.58
839,2016-06-09 TO 2017-06-08,2242.79
840,2016-06-10 TO 2017-06-08,2302.94
841,2016-06-13 TO 2017-06-08,2299.26
842,2016-06-14 TO 2017-06-08,2307.92
843,2016-06-15 TO 2017-06-08,2290.02
844,2016-06-16 TO 2017-06-08,2274.06
845,2016-06-17 TO 2017-06-08,2269.95
846,2016-06-20 TO 2017-06-08,2236.39
847,2016-06-21 TO 2017-06-08,2229.11
848,2016-06-22 TO 2017-06-08,2235.3100000000004
849,2016-06-23 TO 2017-06-08,2158.9
850,2016-06-24 TO 2017-06-08,2307.5200000000004
851,2016-06-27 TO 2017-06-08,2451.19
852,2016-06-28 TO 2017-06-08,2347.3899999999994
853,2016-06-29 TO 2017-06-08,2281.0199999999995
854,2016-06-30 TO 2017-06-08,2229.99
855,2016-07-01 TO 2017-06-08,2272.2
856,2016-07-05 TO 2017-06-08,2308.45
857,2016-07-06 TO 2017-06-08,2300.26
858,2016-07-07 TO 2017-06-08,2252.82
859,2016-07-08 TO 2017-06-08,2157.07
860,2016-07-11 TO 2017-06-08,2114.13
861,2016-07-12 TO 2017-07-12,2072.85
862,2016-07-13 TO 2017-07-12,2060.22
863,2016-07-14 TO 2017-07-14,2063.7
864,2016-07-15 TO 2017-07-14,2099.34
865,2016-07-18 TO 2017-07-18,2090.44
866,2016-07-19 TO 2017-07-18,2272.0
867,2016-07-20 TO 2017-07-20,2222.19
868,2016-07-21 TO 2017-07-21,2351.94
869,2016-07-22 TO 2017-07-21,2305.63
870,2016-07-25 TO 2017-07-21,2219.75
871,2016-07-26 TO 2017-07-21,2112.95
872,2016-07-27 TO 2017-07-21,2126.34
873,2016-07-28 TO 2017-07-21,2139.36
874,2016-07-29 TO 2017-07-21,2132.37
875,2016-08-01 TO 2017-07-21,2126.13
876,2016-08-02 TO 2017-07-21,2172.11
877,2016-08-03 TO 2017-07-21,2172.97
878,2016-08-04 TO 2017-07-21,2145.69
879,2016-08-05 TO 2017-07-21,2071.51
880,2016-08-08 TO 2017-07-21,2073.29
881,2016-08-09 TO 2017-07-21,2076.98
882,2016-08-10 TO 2017-07-21,2140.84
883,2016-08-11 TO 2017-07-21,2080.57
884,2016-08-12 TO 2017-07-21,1993.67
885,2016-08-15 TO 2017-07-21,1955.62
886,2016-08-16 TO 2017-07-21,1970.53
887,2016-08-17 TO 2017-07-21,2015.86
888,2016-08-18 TO 2017-07-21,1965.66
889,2016-08-19 TO 2017-07-21,1938.61
890,2016-08-22 TO 2017-07-21,1945.72
891,2016-08-23 TO 2017-07-21,1926.55
892,2016-08-24 TO 2017-07-21,1987.61
893,2016-08-25 TO 2017-07-21,1952.295
894,2016-08-26 TO 2017-07-21,1927.86
895,2016-08-29 TO 2017-07-21,1923.08
896,2016-08-30 TO 2017-07-21,1932.79
897,2016-08-31 TO 2017-07-21,1951.34
898,2016-09-01 TO 2017-07-21,1931.01
899,2016-09-02 TO 2017-07-21,1923.07
900,2016-09-06 TO 2017-07-21,1885.5
901,2016-09-07 TO 2017-07-26,1871.02
902,2016-09-08 TO 2017-07-26,1861.12
903,2016-09-09 TO 2017-07-26,1986.13
904,2016-09-12 TO 2017-09-12,1980.7000000000005
905,2016-09-13 TO 2017-09-12,2040.1
906,2016-09-14 TO 2017-09-12,2018.3100000000006
907,2016-09-15 TO 2017-09-15,2044.02
908,2016-09-16 TO 2017-09-15,2029.25
909,2016-09-19 TO 2017-09-19,2137.3
910,2016-09-20 TO 2017-09-19,2150.17
911,2016-09-21 TO 2017-09-19,2071.91
912,2016-09-22 TO 2017-09-19,2066.33
913,2016-09-23 TO 2017-09-19,2092.57
914,2016-09-26 TO 2017-09-19,2125.97
915,2016-09-27 TO 2017-09-19,2054.39
916,2016-09-28 TO 2017-09-19,2051.0
917,2016-09-29 TO 2017-09-19,2069.9500000000007
918,2016-09-30 TO 2017-09-19,2022.59
919,2016-10-03 TO 2017-09-18,2075.23
920,2016-10-04 TO 2017-09-18,2090.13
921,2016-10-05 TO 2017-09-18,2098.2000000000007
922,2016-10-06 TO 2017-09-18,2113.330000000001
923,2016-10-07 TO 2017-09-18,2123.3100000000004
924,2016-10-10 TO 2017-10-10,2176.52
925,2016-10-11 TO 2017-10-11,2278.24
926,2016-10-12 TO 2017-10-11,2264.42
927,2016-10-13 TO 2017-10-13,2310.15
928,2016-10-14 TO 2017-10-13,2287.25
929,2016-10-17 TO 2017-10-16,2368.95
930,2016-10-18 TO 2017-10-16,2313.99
931,2016-10-19 TO 2017-10-19,2322.9300000000007
932,2016-10-20 TO 2017-10-20,2307.6800000000007
933,2016-10-21 TO 2017-10-20,2347.32
934,2016-10-24 TO 2017-10-24,2317.105
935,2016-10-25 TO 2017-10-24,2304.48
936,2016-10-26 TO 2017-10-24,2351.78
937,2016-10-27 TO 2017-10-27,2720.92
938,2016-10-28 TO 2017-10-27,2688.0199999999995
939,2016-10-31 TO 2017-10-31,2723.09
940,2016-11-01 TO 2017-10-31,2827.3449999999993
941,2016-11-02 TO 2017-10-31,2826.505
942,2016-11-03 TO 2017-11-03,2871.22
943,2016-11-04 TO 2017-11-03,2886.99
944,2016-11-07 TO 2017-11-07,2795.295
945,2016-11-08 TO 2017-11-08,2799.32
946,2016-11-09 TO 2017-11-08,2788.31
947,2016-11-10 TO 2017-11-10,2905.265
948,2016-11-11 TO 2017-11-10,2444.125
949,2016-11-14 TO 2017-11-14,2565.08
950,2016-11-15 TO 2017-11-14,2433.96
951,2016-11-16 TO 2017-11-16,2406.28
952,2016-11-17 TO 2017-11-16,2294.25
953,2016-11-18 TO 2017-11-16,2346.66
954,2016-11-21 TO 2017-11-21,2358.03
955,2016-11-22 TO 2017-11-21,2407.15
956,2016-11-23 TO 2017-11-21,2368.47
957,2016-11-25 TO 2017-11-21,2351.36
958,2016-11-28 TO 2017-11-28,2409.72
959,2016-11-29 TO 2017-11-28,2423.11
960,2016-11-30 TO 2017-11-28,2484.11
961,2016-12-01 TO 2017-11-28,2560.890000000001
962,2016-12-02 TO 2017-11-28,2554.7200000000007
963,2016-12-05 TO 2017-11-28,2479.71
964,2016-12-06 TO 2017-11-28,2403.28
965,2016-12-07 TO 2017-11-28,2322.620000000001
966,2016-12-08 TO 2017-11-28,2290.2700000000004
967,2016-12-09 TO 2017-11-28,2316.71
968,2016-12-12 TO 2017-11-28,2345.390000000001
969,2016-12-13 TO 2017-11-28,2317.03
970,2016-12-14 TO 2017-11-28,2309.11
971,2016-12-15 TO 2017-11-28,2252.1900000000005
972,2016-12-16 TO 2017-11-28,2232.55
973,2016-12-19 TO 2017-11-28,2239.7900000000004
974,2016-12-20 TO 2017-11-28,2247.55
975,2016-12-21 TO 2017-11-28,2274.9800000000005
976,2016-12-22 TO 2017-11-28,2240.1900000000005
977,2016-12-23 TO 2017-11-28,2214.98
978,2016-12-27 TO 2017-11-28,2203.5400000000004
979,2016-12-28 TO 2017-11-28,2258.0600000000004
980,2016-12-29 TO 2017-11-28,2272.87
981,2016-12-30 TO 2017-11-28,2294.340000000001
982,2017-01-03 TO 2017-11-28,2273.4300000000007
983,2017-01-04 TO 2017-11-28,2239.600000000001
984,2017-01-05 TO 2017-11-28,2309.19
985,2017-01-06 TO 2017-11-28,2319.510000000001
986,2017-01-09 TO 2017-11-28,2286.32
987,2017-01-10 TO 2017-11-28,2251.09
988,2017-01-11 TO 2017-11-28,2241.76
989,2017-01-12 TO 2017-11-28,2267.9
990,2017-01-13 TO 2017-11-28,2253.870000000001
991,2017-01-17 TO 2018-01-17,2409.11
992,2017-01-18 TO 2018-01-17,2408.4999999999995
993,2017-01-19 TO 2018-01-17,2476.9
994,2017-01-20 TO 2018-01-17,2457.9500000000007
995,2017-01-23 TO 2018-01-23,2511.11
996,2017-01-24 TO 2018-01-23,2492.03
997,2017-01-25 TO 2018-01-25,2444.95
998,2017-01-26 TO 2018-01-26,2585.610000000001
999,2017-01-27 TO 2018-01-26,2591.09
1000,2017-01-30 TO 2018-01-26,2634.8099999999995
1001,2017-01-31 TO 2018-01-26,2604.640000000001
1002,2017-02-01 TO 2018-01-26,2435.370000000001
1003,2017-02-02 TO 2018-01-26,2470.7200000000007
1004,2017-02-03 TO 2018-01-26,2462.030000000001
1005,2017-02-06 TO 2018-01-26,2484.79
1006,2017-02-07 TO 2018-01-26,2473.8100000000004
1007,2017-02-08 TO 2018-01-26,2468.49
1008,2017-02-09 TO 2018-01-26,2438.13
1009,2017-02-10 TO 2018-01-26,2439.25
1010,2017-02-13 TO 2018-01-26,2476.7900000000004
1011,2017-02-14 TO 2018-01-26,2455.2000000000007
1012,2017-02-15 TO 2018-01-26,2420.870000000001
1013,2017-02-16 TO 2018-01-26,2423.98
1014,2017-02-17 TO 2018-01-26,2397.7900000000004
1015,2017-02-21 TO 2018-01-26,2358.280000000001
1016,2017-02-22 TO 2018-01-26,2382.89
1017,2017-02-23 TO 2018-01-26,2469.340000000001
1018,2017-02-24 TO 2018-01-26,2421.4400000000005
1019,2017-02-27 TO 2018-01-26,2411.380000000001
1020,2017-02-28 TO 2018-01-26,2429.9200000000005
1021,2017-03-01 TO 2018-01-26,2391.6600000000008
1022,2017-03-02 TO 2018-01-26,2415.9400000000005
1023,2017-03-03 TO 2018-01-26,2421.350000000001
1024,2017-03-06 TO 2018-01-26,2459.890000000001
1025,2017-03-07 TO 2018-01-26,2437.26
1026,2017-03-08 TO 2018-01-26,2430.67
1027,2017-03-09 TO 2018-01-26,2392.92
1028,2017-03-10 TO 2018-01-26,2390.2200000000007
1029,2017-03-13 TO 2018-01-26,2273.52
1030,2017-03-14 TO 2018-01-26,2285.29
1031,2017-03-15 TO 2018-01-26,2221.4600000000005
1032,2017-03-16 TO 2018-01-26,2211.26
1033,2017-03-17 TO 2018-01-26,2171.3400000000006
1034,2017-03-20 TO 2018-01-26,2123.74
1035,2017-03-21 TO 2018-01-26,2189.8400000000006
1036,2017-03-22 TO 2018-01-26,2162.82
1037,2017-03-23 TO 2018-01-26,2150.0200000000004
1038,2017-03-24 TO 2018-01-26,2123.33
1039,2017-03-27 TO 2018-01-26,2116.21
1040,2017-03-28 TO 2018-01-26,2122.49
1041,2017-03-29 TO 2018-01-26,2115.4500000000007
1042,2017-03-30 TO 2018-01-26,2106.9100000000008
1043,2017-03-31 TO 2018-01-26,2065.7200000000007
1044,2017-04-03 TO 2018-01-26,2040.58
1045,2017-04-04 TO 2018-01-26,2124.9700000000007
1046,2017-04-05 TO 2018-01-26,2144.6600000000008
1047,2017-04-06 TO 2018-01-26,2133.0000000000005
1048,2017-04-07 TO 2018-01-26,2143.65
1049,2017-04-10 TO 2018-01-29,2175.6399999999994
1050,2017-04-11 TO 2018-01-29,2167.73
1051,2017-04-12 TO 2018-01-26,2197.25
1052,2017-04-13 TO 2018-01-26,2237.19
1053,2017-04-17 TO 2018-01-26,2146.24
1054,2017-04-18 TO 2018-01-29,2133.9099999999994
1055,2017-04-19 TO 2018-01-29,2120.14
1056,2017-04-20 TO 2018-01-26,2051.83
1057,2017-04-21 TO 2018-01-26,2056.0400000000004
1058,2017-04-24 TO 2018-01-26,2003.79
1059,2017-04-25 TO 2018-01-26,2005.9500000000005
1060,2017-04-26 TO 2018-01-26,2000.16
1061,2017-04-27 TO 2018-01-26,1976.56
1062,2017-04-28 TO 2018-01-29,1879.55
1063,2017-05-01 TO 2018-01-29,1842.42
1064,2017-05-02 TO 2018-01-29,1900.86
1065,2017-05-03 TO 2018-01-29,1900.96
1066,2017-05-04 TO 2018-01-29,1853.6
1067,2017-05-05 TO 2018-01-29,1872.04
1068,2017-05-08 TO 2018-01-29,1900.31
1069,2017-05-09 TO 2018-01-29,1892.23
1070,2017-05-10 TO 2018-01-26,1569.7100000000007
1071,2017-05-11 TO 2018-01-26,1564.62
1072,2017-05-12 TO 2018-01-26,1544.6600000000005
1073,2017-05-15 TO 2018-01-26,1550.5900000000006
1074,2017-05-16 TO 2018-01-26,1545.35
1075,2017-05-17 TO 2018-01-26,1597.63
1076,2017-05-18 TO 2018-01-26,1563.7100000000007
1077,2017-05-19 TO 2018-01-26,1545.36
1078,2017-05-22 TO 2018-01-26,1550.9
1079,2017-05-23 TO 2018-01-26,1546.5800000000004
1080,2017-05-24 TO 2018-01-26,1536.3200000000006
1081,2017-05-25 TO 2018-01-26,1483.3200000000004
1082,2017-05-26 TO 2018-01-26,1474.2000000000005
1083,2017-05-30 TO 2018-01-26,1450.76
1084,2017-05-31 TO 2018-01-26,1445.95
1085,2017-06-01 TO 2018-01-26,1437.6500000000005
1086,2017-06-02 TO 2018-01-26,1384.3800000000006
1087,2017-06-05 TO 2018-01-26,1368.25
1088,2017-06-06 TO 2018-01-26,1373.91
1089,2017-06-07 TO 2018-01-26,1374.2400000000002
1090,2017-06-08 TO 2018-01-26,1343.36
1091,2017-06-09 TO 2018-01-26,1344.7400000000002
1092,2017-06-12 TO 2018-01-26,1450.7000000000005
1093,2017-06-13 TO 2018-01-26,1429.2900000000006
1094,2017-06-14 TO 2018-01-26,1436.9400000000005
1095,2017-06-15 TO 2018-01-26,1440.36
1096,2017-06-16 TO 2018-01-26,1420.5500000000006
1097,2017-06-19 TO 2018-01-26,1347.8500000000004
1098,2017-06-20 TO 2018-01-26,1399.24
1099,2017-06-21 TO 2018-01-26,1372.5600000000004
1100,2017-06-22 TO 2018-01-26,1355.4400000000005
1101,2017-06-23 TO 2018-01-26,1295.4900000000002
1102,2017-06-26 TO 2018-01-26,1306.9400000000005
1103,2017-06-27 TO 2018-01-26,1340.7400000000002
1104,2017-06-28 TO 2018-01-26,1296.13
1105,2017-06-29 TO 2018-01-26,1352.36
1106,2017-06-30 TO 2018-01-29,1336.9499999999996
1107,2017-07-03 TO 2018-01-29,1389.4
1108,2017-07-05 TO 2018-01-29,1362.9899999999998
1109,2017-07-06 TO 2018-01-29,1397.1699999999994
1110,2017-07-07 TO 2018-01-29,1328.6699999999996
